id,investigator,specimen_ID,date,cross_section_shape,cross_section_size,area,d_br,b_br,t_br,w_br,i_x,i_y,r_x,r_y,z_x,z_y,j,configuration,brace_angle,l_b,l_b_clear,steel,e,f_yn,fy_m,f_um,boundary_condition,l_1t,l_2t,l_3t,l_4t,l_5t,l_6t,l_7t,_8t,t_t,l_1b,l_2b,l_3b,l_4b,l_5b,l_6b,l_7b,l_8b,t_b,steel_gp,f_yn_gp,f_ym_gp,f_um_gp,weld_type,l_weld,t_weld,stick_space,nub_bolts,bolt_size,bolt_mat,reinforcement_pl,loading_protocol,p_t,p_t_theory,p_c,kl_r,l_c,l_c_theory,k_assumed,kl_r_theory,reference,link,latitude,longitude
Elchalakani_S7A,Elchalakani & Grzebieta,S7A,2003,Circular HSS,139.7x3.5,1497.597218,139.7,139.7,3.5,na,3474929.11,3474929.11,48169.87,48169.87,64940.83,64940.83,6949858.23,SB,45,2820,2820,AS 1163 grade C350L0 (ASTM 500),200000,315,379,nr,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,na,na,Symmetric Cyclic,655.8,567.6,514.7,28.9,0.4,0,0.5,0.03,"Elchalakani, M., & Grzebieta, R. (2003). Tests of cold-formed circular tubular braces under cyclic axial loading. Journal of Structural Engineering, 129, 507.",https://ascelibrary.org/doi/10.1061/%28ASCE%290733-9445%282003%29129%3A4%28507%29,-37.90888597,145.1322017
Elchalakani_S7B,Elchalakani & Grzebieta,S7B,2003,Circular HSS,139.7x3.5,1497.597218,139.7,139.7,3.5,na,3474929.11,3474929.11,48169.87,48169.87,64940.83,64940.83,6949858.23,SB,45,2820,2820,AS 1163 grade C350L0 (ASTM 500),200000,315,379,nr,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,na,na,Symmetric Cyclic,574,567.6,501.9,28.9,0.4,0,0.5,0.03,"Elchalakani, M., & Grzebieta, R. (2003). Tests of cold-formed circular tubular braces under cyclic axial loading. Journal of Structural Engineering, 129, 507.",https://ascelibrary.org/doi/10.1061/%28ASCE%290733-9445%282003%29129%3A4%28507%29,-37.90888597,145.1322017
Elchalakani_S7C,Elchalakani & Grzebieta,S7C,2003,Circular HSS,139.7x3.5,1497.597218,139.7,139.7,3.5,na,3474929.11,3474929.11,48169.87,48169.87,64940.83,64940.83,6949858.23,SB,45,2820,2820,AS 1163 grade C350L0 (ASTM 500),200000,315,379,nr,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,na,na,Symmetric Cyclic,545.4,567.6,492.8,28.9,0.4,0,0.5,0.03,"Elchalakani, M., & Grzebieta, R. (2003). Tests of cold-formed circular tubular braces under cyclic axial loading. Journal of Structural Engineering, 129, 507.",https://ascelibrary.org/doi/10.1061/%28ASCE%290733-9445%282003%29129%3A4%28507%29,-37.90888597,145.1322017
Yang_Mahin_Specimen1,Yang & Mahin,Specimen 1,2005,Rectangular HSS,152.4x152.4x9.53,5212.9,152.4,152.4,9.53,na,16000000,16000000,57.66,57.66,252000,252000,26200000,SB,45,2108,2489,A500 Gr. B,200000,315,414,448,Fixed-fixed end,19,8,425.45,44.45,na,na,na,na,22.225,19,8,425.45,44.45,na,na,na,na,22.225,A572 Gr.50,345,344.7379543,448.1593406,fillet,381,9.525,na,na,na,na,na,Near Fault Compression,2386.9,2156.5,1883.4,51.3,0.7,0.53,1,36.56,"Yang, F., & Mahin, S.A. (2005). Limiting net section fracture in slotted tube braces. Structural Steel Education Council, Moraga, CA.",,37.87479212,-122.2576617
Yang_Mahin_Specimen2,Yang & Mahin,Specimen 2,2005,Rectangular HSS,152.4x152.4x9.53,5212.9,152.4,152.4,9.53,na,16000000,16000000,57.66,57.66,252000,252000,26200000,SB,45,2108,2489,A500 Gr. B,200000,315,414,448,Fixed-fixed end,19,8,425.45,44.45,na,na,na,na,22.225,19,8,425.45,44.45,na,na,na,na,22.225,A572 Gr.50,345,344.7379543,448.1593406,fillet,381,9.525,na,na,na,na,na,Near Fault Tension,2173.6,2156.5,1807.1,51.3,0.7,0.53,1,36.56,"Yang, F., & Mahin, S.A. (2005). Limiting net section fracture in slotted tube braces. Structural Steel Education Council, Moraga, CA.",,37.87479212,-122.2576617
Yang_Mahin_Specimen3,Yang & Mahin,Specimen 3,2005,Rectangular HSS,152.4x152.4x9.53,5212.9,152.4,152.4,9.53,na,16000000,16000000,57.66,57.66,252000,252000,26200000,SB,45,2108,2489,A500 Gr. B,200000,315,414,448,Fixed-fixed end,19,8,425.45,44.45,na,na,na,na,22.225,19,8,425.45,44.45,na,na,na,na,22.225,A572 Gr.50,345,344.7379543,448.1593406,fillet,381,9.525,na,na,na,na,na,Symmetric Cyclic,2418.6,2156.5,1991.6,51.3,0.7,0.53,1,36.56,"Yang, F., & Mahin, S.A. (2005). Limiting net section fracture in slotted tube braces. Structural Steel Education Council, Moraga, CA.",,37.87479212,-122.2576617
Yang_Mahin_Specimen4,Yang & Mahin,Specimen 4,2005,Rectangular HSS,152.4x152.4x9.53,5212.9,152.4,152.4,9.53,na,16000000,16000000,57.66,57.66,252000,252000,26200000,SB,45,2108,2489,A500 Gr. B,200000,315,414,448,Fixed-fixed end,19,8,425.45,44.45,na,na,na,na,22.225,19,8,425.45,44.45,na,na,na,na,22.225,A572 Gr.50,345,344.7379543,448.1593406,fillet,381,9.525,na,na,na,na,304.8x101.6x9.53,Near Fault Tension,1846.1,2156.5,1568.8,51.3,0.7,0.53,1,36.56,"Yang, F., & Mahin, S.A. (2005). Limiting net section fracture in slotted tube braces. Structural Steel Education Council, Moraga, CA.",,37.87479212,-122.2576617
Yang_Mahin_Specimen5,Yang & Mahin,Specimen 5,2005,Rectangular HSS,152.4x152.4x9.54,5212.9,152.4,152.4,9.53,na,16000000,16000000,57.66,57.66,252000,252000,26200000,SB,45,2108,2489,A500 Gr. B,200000,315,414,448,Fixed-fixed end,19,8,425.45,44.45,na,na,na,na,22.225,19,8,425.45,44.45,na,na,na,na,22.225,A572 Gr.50,345,344.7379543,448.1593406,fillet,381,9.525,na,na,na,na,304.8x101.6x9.53,Symmetric Cyclic,2206.4,2156.5,1842.5,51.3,0.7,0.53,1,36.56,"Yang, F., & Mahin, S.A. (2005). Limiting net section fracture in slotted tube braces. Structural Steel Education Council, Moraga, CA.",,37.87479212,-122.2576617
de_Oliveira_Specimen1,"de Oliveira, Christopoulos, Packer, Tremblay & Gray",Specimen 1,2008,Circular HSS,102x8,2190,102,102,8,na,2580000,2580000,33.5,33.5,69900,69900,5170000,SB,35,4293,2503,A500 Gr. C,200000,345,521,548,Gusset plate,275.895057,102,277.2080406,252,nr,nr,nr,nr,13,275.895057,102,277.2080406,252,nr,nr,nr,nr,13,nr,nr,nr,nr,na,na,na,na,6,19.05,A490,na,Symmetric Cyclic,1174,1141,287,128,2.1,2.08,1,128.15,"de Oliveira, J. -C., Christopoulos, C., Packer, J.A., Tremblay, R., Gray, M. (2008). ""Full-scale experimental validation of standardized seismic-resistant cast steel brace connectors,"" Proceedings, 14th World Conference on Earthquake Engineering, October 12-17, 2008, Beijing, China.",https://www.iitk.ac.in/nicee/wcee/article/14_11-0106.PDF,45.505,-73.614
de_Oliveira_Specimen2,"de Oliveira, Christopoulos, Packer, Tremblay & Gray",Specimen 2,2008,Circular HSS,141x9.5,3690,141,141,9.5,na,46700000,46700000,47,47,166000,166000,17200000,SB,35,6617,5564,A500 Gr. C,200000,345,nr,nr,Gusset plate,288.1028029,141,287.6687214,274,nr,nr,nr,nr,19,288.1028029,141,287.6687214,274,nr,nr,nr,nr,19,nr,nr,nr,nr,na,na,na,na,6,25.4,A490,na,Symmetric Cyclic,1864,#VALUE!,466,141,#VALUE!,#VALUE!,1,140.79,"de Oliveira, J. -C., Christopoulos, C., Packer, J.A., Tremblay, R., Gray, M. (2008). ""Full-scale experimental validation of standardized seismic-resistant cast steel brace connectors,"" Proceedings, 14th World Conference on Earthquake Engineering, October 12-17, 2008, Beijing, China.",https://www.iitk.ac.in/nicee/wcee/article/14_11-0106.PDF,45.505,-73.614
de_Oliveira_Specimen3,"de Oliveira, Christopoulos, Packer, Tremblay & Gray",Specimen 3,2008,Circular HSS,168x13,5810,168,168,13,na,18900000,18900000,55.4,55.4,308000,308000,37800000,SB,35,6147,5004,A500 Gr. C,200000,345,473,509,Gusset plate,341.8168848,168,340.8438486,330,nr,nr,nr,nr,25,341.8168848,168,340.8438486,330,nr,nr,nr,nr,25,nr,nr,nr,nr,na,na,na,na,8,25.4,A490,na,Symmetric Cyclic,2610,2748.1,954,111,1.7,1.72,1,110.96,"de Oliveira, J. -C., Christopoulos, C., Packer, J.A., Tremblay, R., Gray, M. (2008). ""Full-scale experimental validation of standardized seismic-resistant cast steel brace connectors,"" Proceedings, 14th World Conference on Earthquake Engineering, October 12-17, 2008, Beijing, China.",https://www.iitk.ac.in/nicee/wcee/article/14_11-0106.PDF,45.505,-73.614
de_Oliveira_Specimen4,"de Oliveira, Christopoulos, Packer, Tremblay & Gray",Specimen 4,2008,Circular HSS,219x16,9480,219,219,16,na,52888052.59,52888052.59,72.4,72.4,660709.33,660709.33,0,SB,35,6160,4650,A500 Gr. C,200000,345,431,561,Gusset plate,461.4527945,219,445.4506564,428,nr,nr,nr,nr,32,461.4527945,219,445.4506564,428,nr,nr,nr,nr,32,nr,nr,nr,nr,na,na,na,na,12,25.4,A490,na,Symmetric Cyclic,4720,4085.9,2530,85,1.3,1.26,1,85.08,"de Oliveira, J. -C., Christopoulos, C., Packer, J.A., Tremblay, R., Gray, M. (2008). ""Full-scale experimental validation of standardized seismic-resistant cast steel brace connectors,"" Proceedings, 14th World Conference on Earthquake Engineering, October 12-17, 2008, Beijing, China.",https://www.iitk.ac.in/nicee/wcee/article/14_11-0106.PDF,45.505,-73.614
de_Oliveira_PSD1,"de Oliveira, Christopoulos, Packer, Tremblay & Gray",PSD-1,2008,Circular HSS,168x6.4,3090,168,168,6.4,na,11400000,11400000,60.9,60.9,169000,169000,22900000,SB,35,2565,1400,A500 Gr. C,200000,345,382,484,Gusset plate,282,219,329,na,nr,329,nr,na,31,282,219,329,na,nr,329,nr,na,31,CSA G40.21 44W/300W,300,300,450,na,na,na,na,12,25.4,A490,na,Symmetric Cyclic,1425,1180.4,872,42,0.6,0.59,1,42.12,"de Oliveira, J. -C., Christopoulos, C., Packer, J.A., Tremblay, R., Gray, M. (2008). ""Full-scale experimental validation of standardized seismic-resistant cast steel brace connectors,"" Proceedings, 14th World Conference on Earthquake Engineering, October 12-17, 2008, Beijing, China.",https://www.iitk.ac.in/nicee/wcee/article/14_11-0106.PDF,45.505,-73.614
de_Oliveira_PSD2,"de Oliveira, Christopoulos, Packer, Tremblay & Gray",PSD-2,2008,Circular HSS,168x9.5,4300,168,168,9.5,na,13800000,13800000,56.6,56.6,219000,219000,27500000,SB,35,2565,1400,A500 Gr. C,200000,345,434,470,Gusset plate,282,168,329,na,nr,329,nr,na,31,282,168,329,na,nr,329,nr,na,31,CSA G40.21 44W/300W,300,300,450,na,na,na,na,12,25.4,A490,na,Symmetric Cyclic,2030,1864.8,1460,45,0.7,0.67,1,45.32,"de Oliveira, J. -C., Christopoulos, C., Packer, J.A., Tremblay, R., Gray, M. (2008). ""Full-scale experimental validation of standardized seismic-resistant cast steel brace connectors,"" Proceedings, 14th World Conference on Earthquake Engineering, October 12-17, 2008, Beijing, China.",https://www.iitk.ac.in/nicee/wcee/article/14_11-0106.PDF,45.505,-73.614
Wakabayashi_SIM1,"Wakayabashi, Nakamura & Yoshida",SIM 1,1977,I-shaped,50x50x6x6,860,50,50,6,6,534700,125900,24934.8,12099.39,20550,7950,11412,SBF,45,985,985,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,243.8,234.2,39.1,0.5,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SIC1,"Wakayabashi, Nakamura & Yoshida",SIC 1,1977,I-shaped,50x50x6x6,851,50,50,6,6,534700,125900,25066.3,12163.21,20550,7950,11412,SBF,45,985,985,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,260.2,241.3,245,39.6,0.5,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SIM2,"Wakayabashi, Nakamura & Yoshida",SIM 2,1977,I-shaped,50x50x6x6,837,50,50,6,6,534700,125900,25275.07,12264.51,20550,7950,11412,SBF,45,1972,1972,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,237.3,161.9,78.5,0.9,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SIC2,"Wakayabashi, Nakamura & Yoshida",SIC 2,1977,I-shaped,50x50x6x6,837,50,50,6,6,534700,125900,25275.07,12264.51,20550,7950,11412,SBF,45,1970,1970,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,243.5,237.3,165.1,79.1,0.9,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SIM3,"Wakayabashi, Nakamura & Yoshida",SIM 3,1977,I-shaped,50x50x6x6,816,50,50,6,6,534700,125900,25598.23,12421.32,20550,7950,11412,SBF,45,2970,2970,Annealed SS 41,200000,235,252,370,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,205.7,105.7,120.5,1.4,0,0.5,0.12,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SIC3,"Wakayabashi, Nakamura & Yoshida",SIC 3,1977,I-shaped,50x50x6x6,819,50,50,6,6,534700,125900,25551.31,12398.55,20550,7950,11412,SBF,45,2972,2972,Annealed SS 41,200000,235,252,370,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,227.2,206.5,92.9,120.9,1.4,0,0.5,0.12,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SOM1 ,"Wakayabashi, Nakamura & Yoshida",SOM1 ,1977,I-shaped,50x50x6x6,852,50,50,6,6,534700,125900,25051.59,12156.07,20550,7950,11412,SBF,45,990,990,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,an,241.5,247.7,39.4,0.5,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SOC1,"Wakayabashi, Nakamura & Yoshida",SOC 1,1977,I-shaped,50x50x6x6,839,50,50,6,6,534700,125900,25244.93,12249.88,20550,7950,11412,SBF,45,989,989,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,254.9,237.9,233,40.2,0.5,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SOM2,"Wakayabashi, Nakamura & Yoshida",SOM 2,1977,I-shaped,50x50x6x6,829,50,50,6,6,534700,125900,25396.73,12323.54,20550,7950,11412,SBF,45,1968,1968,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,235,160.4,79.2,0.9,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SOC2,"Wakayabashi, Nakamura & Yoshida",SOC 2,1977,I-shaped,50x50x6x6,843,50,50,6,6,534700,125900,25184.96,12220.78,20550,7950,11412,SBF,45,1970,1970,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,251.6,239,177.9,78.8,0.9,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SOM3,"Wakayabashi, Nakamura & Yoshida",SOM 3,1977,I-shaped,50x50x6x6,819,50,50,6,6,534700,125900,25551.31,12398.55,20550,7950,11412,SBF,45,2968,2968,Annealed SS 41,200000,235,252,370,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,206.5,105,121.4,1.4,0,0.5,0.12,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SOC3,"Wakayabashi, Nakamura & Yoshida",SOC 3,1977,I-shaped,50x50x6x6,824,50,50,6,6,534700,125900,25473.67,12360.88,20550,7950,11412,SBF,45,2968,2968,Annealed SS 41,200000,235,252,370,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,229.9,207.7,74.4,120.5,1.4,0,0.5,0.12,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DIM1,"Wakayabashi, Nakamura & Yoshida",DIM 1,1977,I-shaped,50x50x6x6,839,50,50,6,6,534700,125900,25244.93,12249.88,20550,7950,11412,DBF,45,990,495,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,237.9,462.4,22.5,0.3,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DIC 1-D1,"Wakayabashi, Nakamura & Yoshida",DIC 1-D1,1977,I-shaped,50x50x6x6,839,50,50,6,6,534700,125900,25244.93,12249.88,20550,7950,11412,DBF,45,988,494,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,488.2,237.9,491,22.4,0.3,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DIC 1-D2,"Wakayabashi, Nakamura & Yoshida",DIC 1-D2,1977,I-shaped,50x50x6x6,839,50,50,6,6,534700,125900,25244.93,12249.88,20550,7950,11412,DBF,45,988,494,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,488.2,237.9,491,22.4,0.3,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DIM2,"Wakayabashi, Nakamura & Yoshida",DIM 2,1977,I-shaped,50x50x6x6,852,50,50,6,6,534700,125900,25051.59,12156.07,20550,7950,11412,DBF,45,1977,988,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,241.5,447.8,44.2,0.5,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DIC 2-D1,"Wakayabashi, Nakamura & Yoshida",DIC 2-D1,1977,I-shaped,50x50x6x6,837,50,50,6,6,534700,125900,25275.07,12264.51,20550,7950,11412,DBF,45,1979,990,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,408.6,237.3,445.9,44.1,0.5,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DIC 2-D2,"Wakayabashi, Nakamura & Yoshida",DIC 2-D2,1977,I-shaped,50x50x6x6,837,50,50,6,6,534700,125900,25275.07,12264.51,20550,7950,11412,DBF,45,1983,992,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,408.6,237.3,445.9,44.1,0.5,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
